GVKEY,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,costat,sic
001004,1988-05-31,1987,INDL,C,D,STD,USD,A,5080
001004,1989-05-31,1988,INDL,C,D,STD,USD,A,5080
001004,1990-05-31,1989,INDL,C,D,STD,USD,A,5080
001004,1991-05-31,1990,INDL,C,D,STD,USD,A,5080
001004,1992-05-31,1991,INDL,C,D,STD,USD,A,5080
001004,1993-05-31,1992,INDL,C,D,STD,USD,A,5080
001004,1994-05-31,1993,INDL,C,D,STD,USD,A,5080
001004,1995-05-31,1994,INDL,C,D,STD,USD,A,5080
001004,1996-05-31,1995,INDL,C,D,STD,USD,A,5080
001004,1997-05-31,1996,INDL,C,D,STD,USD,A,5080
001004,1998-05-31,1997,INDL,C,D,STD,USD,A,5080
001004,1999-05-31,1998,INDL,C,D,STD,USD,A,5080
001004,2000-05-31,1999,INDL,C,D,STD,USD,A,5080
001004,2001-05-31,2000,INDL,C,D,STD,USD,A,5080
001004,2002-05-31,2001,INDL,C,D,STD,USD,A,5080
001004,2003-05-31,2002,INDL,C,D,STD,USD,A,5080
001004,2004-05-31,2003,INDL,C,D,STD,USD,A,5080
001004,2005-05-31,2004,INDL,C,D,STD,USD,A,5080
001004,2006-05-31,2005,INDL,C,D,STD,USD,A,5080
001004,2007-05-31,2006,INDL,C,D,STD,USD,A,5080
001004,2008-05-31,2007,INDL,C,D,STD,USD,A,5080
001004,2009-05-31,2008,INDL,C,D,STD,USD,A,5080
001004,2010-05-31,2009,INDL,C,D,STD,USD,A,5080
001004,2011-05-31,2010,INDL,C,D,STD,USD,A,5080
001045,1987-12-31,1987,INDL,C,D,STD,USD,A,4512
001045,1988-12-31,1988,INDL,C,D,STD,USD,A,4512
001045,1989-12-31,1989,INDL,C,D,STD,USD,A,4512
001045,1990-12-31,1990,INDL,C,D,STD,USD,A,4512
001045,1991-12-31,1991,INDL,C,D,STD,USD,A,4512
001045,1992-12-31,1992,INDL,C,D,STD,USD,A,4512
001045,1993-12-31,1993,INDL,C,D,STD,USD,A,4512
001045,1994-12-31,1994,INDL,C,D,STD,USD,A,4512
001045,1995-12-31,1995,INDL,C,D,STD,USD,A,4512
001045,1996-12-31,1996,INDL,C,D,STD,USD,A,4512
001045,1997-12-31,1997,INDL,C,D,STD,USD,A,4512
001045,1998-12-31,1998,INDL,C,D,STD,USD,A,4512
001045,1999-12-31,1999,INDL,C,D,STD,USD,A,4512
001045,2000-12-31,2000,INDL,C,D,STD,USD,A,4512
001045,2001-12-31,2001,INDL,C,D,STD,USD,A,4512
001045,2002-12-31,2002,INDL,C,D,STD,USD,A,4512
001045,2003-12-31,2003,INDL,C,D,STD,USD,A,4512
001045,2004-12-31,2004,INDL,C,D,STD,USD,A,4512
001045,2005-12-31,2005,INDL,C,D,STD,USD,A,4512
001045,2006-12-31,2006,INDL,C,D,STD,USD,A,4512
001045,2007-12-31,2007,INDL,C,D,STD,USD,A,4512
001045,2008-12-31,2008,INDL,C,D,STD,USD,A,4512
001045,2009-12-31,2009,INDL,C,D,STD,USD,A,4512
001045,2010-12-31,2010,INDL,C,D,STD,USD,A,4512
001050,1988-05-31,1987,INDL,C,D,STD,USD,A,3564
001050,1989-05-31,1988,INDL,C,D,STD,USD,A,3564
001050,1990-05-31,1989,INDL,C,D,STD,USD,A,3564
001050,1991-05-31,1990,INDL,C,D,STD,USD,A,3564
001050,1992-05-31,1991,INDL,C,D,STD,USD,A,3564
001050,1992-12-31,1992,INDL,C,D,STD,USD,A,3564
001050,1993-12-31,1993,INDL,C,D,STD,USD,A,3564
001050,1994-12-31,1994,INDL,C,D,STD,USD,A,3564
001050,1995-12-31,1995,INDL,C,D,STD,USD,A,3564
001050,1996-12-31,1996,INDL,C,D,STD,USD,A,3564
001050,1997-12-31,1997,INDL,C,D,STD,USD,A,3564
001050,1998-12-31,1998,INDL,C,D,STD,USD,A,3564
001050,1999-12-31,1999,INDL,C,D,STD,USD,A,3564
001050,2000-12-31,2000,INDL,C,D,STD,USD,A,3564
001050,2001-12-31,2001,INDL,C,D,STD,USD,A,3564
001050,2002-12-31,2002,INDL,C,D,STD,USD,A,3564
001050,2003-12-31,2003,INDL,C,D,STD,USD,A,3564
001050,2004-12-31,2004,INDL,C,D,STD,USD,A,3564
001050,2005-12-31,2005,INDL,C,D,STD,USD,A,3564
001050,2006-12-31,2006,INDL,C,D,STD,USD,A,3564
001050,2007-12-31,2007,INDL,C,D,STD,USD,A,3564
001050,2008-12-31,2008,INDL,C,D,STD,USD,A,3564
001050,2009-12-31,2009,INDL,C,D,STD,USD,A,3564
001050,2010-12-31,2010,INDL,C,D,STD,USD,A,3564
001062,1987-11-30,1987,INDL,C,D,STD,USD,A,6799
001062,1988-11-30,1988,INDL,C,D,STD,USD,A,6799
001062,1989-11-30,1989,INDL,C,D,STD,USD,A,6799
001062,1990-11-30,1990,INDL,C,D,STD,USD,A,6799
001062,1991-11-30,1991,INDL,C,D,STD,USD,A,6799
001062,1992-11-30,1992,INDL,C,D,STD,USD,A,6799
001062,1993-11-30,1993,INDL,C,D,STD,USD,A,6799
001062,1994-11-30,1994,INDL,C,D,STD,USD,A,6799
001062,1995-11-30,1995,INDL,C,D,STD,USD,A,6799
001062,1996-11-30,1996,INDL,C,D,STD,USD,A,6799
001062,1997-11-30,1997,INDL,C,D,STD,USD,A,6799
001062,1998-11-30,1998,INDL,C,D,STD,USD,A,6799
001062,1999-11-30,1999,INDL,C,D,STD,USD,A,6799
001062,2000-11-30,2000,INDL,C,D,STD,USD,A,6799
001062,2001-11-30,2001,INDL,C,D,STD,USD,A,6799
001062,2002-11-30,2002,INDL,C,D,STD,USD,A,6799
001062,2003-11-30,2003,INDL,C,D,STD,USD,A,6799
001062,2004-11-30,2004,INDL,C,D,STD,USD,A,6799
001062,2005-11-30,2005,INDL,C,D,STD,USD,A,6799
001062,2006-11-30,2006,INDL,C,D,STD,USD,A,6799
001062,2007-11-30,2007,INDL,C,D,STD,USD,A,6799
001062,2008-11-30,2008,INDL,C,D,STD,USD,A,6799
001062,2009-11-30,2009,INDL,C,D,STD,USD,A,6799
001062,2010-11-30,2010,INDL,C,D,STD,USD,A,6799
001075,1987-12-31,1987,INDL,C,D,STD,USD,A,4911
001075,1988-12-31,1988,INDL,C,D,STD,USD,A,4911
001075,1989-12-31,1989,INDL,C,D,STD,USD,A,4911
001075,1990-12-31,1990,INDL,C,D,STD,USD,A,4911
001075,1991-12-31,1991,INDL,C,D,STD,USD,A,4911
001075,1992-12-31,1992,INDL,C,D,STD,USD,A,4911
001075,1993-12-31,1993,INDL,C,D,STD,USD,A,4911
001075,1994-12-31,1994,INDL,C,D,STD,USD,A,4911
001075,1995-12-31,1995,INDL,C,D,STD,USD,A,4911
001075,1996-12-31,1996,INDL,C,D,STD,USD,A,4911
001075,1997-12-31,1997,INDL,C,D,STD,USD,A,4911
001075,1998-12-31,1998,INDL,C,D,STD,USD,A,4911
001075,1999-12-31,1999,INDL,C,D,STD,USD,A,4911
001075,2000-12-31,2000,INDL,C,D,STD,USD,A,4911
001075,2001-12-31,2001,INDL,C,D,STD,USD,A,4911
001075,2002-12-31,2002,INDL,C,D,STD,USD,A,4911
001075,2003-12-31,2003,INDL,C,D,STD,USD,A,4911
001075,2004-12-31,2004,INDL,C,D,STD,USD,A,4911
001075,2005-12-31,2005,INDL,C,D,STD,USD,A,4911
001075,2006-12-31,2006,INDL,C,D,STD,USD,A,4911
001075,2007-12-31,2007,INDL,C,D,STD,USD,A,4911
001075,2008-12-31,2008,INDL,C,D,STD,USD,A,4911
001075,2009-12-31,2009,INDL,C,D,STD,USD,A,4911
001075,2010-12-31,2010,INDL,C,D,STD,USD,A,4911
001076,1988-03-31,1987,INDL,C,D,STD,USD,A,6141
001076,1989-03-31,1988,INDL,C,D,STD,USD,A,6141
001076,1990-03-31,1989,INDL,C,D,STD,USD,A,6141
001076,1991-03-31,1990,INDL,C,D,STD,USD,A,6141
001076,1992-03-31,1991,INDL,C,D,STD,USD,A,6141
001076,1993-03-31,1992,INDL,C,D,STD,USD,A,6141
001076,1994-03-31,1993,INDL,C,D,STD,USD,A,6141
001076,1995-03-31,1994,INDL,C,D,STD,USD,A,6141
001076,1995-12-31,1995,INDL,C,D,STD,USD,A,6141
001076,1996-12-31,1996,INDL,C,D,STD,USD,A,6141
001076,1997-12-31,1997,INDL,C,D,STD,USD,A,6141
001076,1998-12-31,1998,INDL,C,D,STD,USD,A,6141
001076,1999-12-31,1999,INDL,C,D,STD,USD,A,6141
001076,2000-12-31,2000,INDL,C,D,STD,USD,A,6141
001076,2001-12-31,2001,INDL,C,D,STD,USD,A,6141
001076,2002-12-31,2002,INDL,C,D,STD,USD,A,6141
001076,2003-12-31,2003,INDL,C,D,STD,USD,A,6141
001076,2004-12-31,2004,INDL,C,D,STD,USD,A,6141
001076,2005-12-31,2005,INDL,C,D,STD,USD,A,6141
001076,2006-12-31,2006,INDL,C,D,STD,USD,A,6141
001076,2007-12-31,2007,INDL,C,D,STD,USD,A,6141
001076,2008-12-31,2008,INDL,C,D,STD,USD,A,6141
001076,2009-12-31,2009,INDL,C,D,STD,USD,A,6141
001076,2010-12-31,2010,INDL,C,D,STD,USD,A,6141
001078,1987-12-31,1987,INDL,C,D,STD,USD,A,3845
001078,1988-12-31,1988,INDL,C,D,STD,USD,A,3845
001078,1989-12-31,1989,INDL,C,D,STD,USD,A,3845
001078,1990-12-31,1990,INDL,C,D,STD,USD,A,3845
001078,1991-12-31,1991,INDL,C,D,STD,USD,A,3845
001078,1992-12-31,1992,INDL,C,D,STD,USD,A,3845
001078,1993-12-31,1993,INDL,C,D,STD,USD,A,3845
001078,1994-12-31,1994,INDL,C,D,STD,USD,A,3845
001078,1995-12-31,1995,INDL,C,D,STD,USD,A,3845
001078,1996-12-31,1996,INDL,C,D,STD,USD,A,3845
001078,1997-12-31,1997,INDL,C,D,STD,USD,A,3845
001078,1998-12-31,1998,INDL,C,D,STD,USD,A,3845
001078,1999-12-31,1999,INDL,C,D,STD,USD,A,3845
001078,2000-12-31,2000,INDL,C,D,STD,USD,A,3845
001078,2001-12-31,2001,INDL,C,D,STD,USD,A,3845
001078,2002-12-31,2002,INDL,C,D,STD,USD,A,3845
001078,2003-12-31,2003,INDL,C,D,STD,USD,A,3845
001078,2004-12-31,2004,INDL,C,D,STD,USD,A,3845
001078,2005-12-31,2005,INDL,C,D,STD,USD,A,3845
001078,2006-12-31,2006,INDL,C,D,STD,USD,A,3845
001078,2007-12-31,2007,INDL,C,D,STD,USD,A,3845
001078,2008-12-31,2008,INDL,C,D,STD,USD,A,3845
001078,2009-12-31,2009,INDL,C,D,STD,USD,A,3845
001078,2010-12-31,2010,INDL,C,D,STD,USD,A,3845
001097,1987-12-31,1987,INDL,C,D,STD,USD,A,6351
001097,1988-12-31,1988,INDL,C,D,STD,USD,A,6351
001097,1989-12-31,1989,INDL,C,D,STD,USD,A,6351
001097,1990-12-31,1990,INDL,C,D,STD,USD,A,6351
001097,1991-12-31,1991,INDL,C,D,STD,USD,A,6351
001097,1992-12-31,1992,INDL,C,D,STD,USD,A,6351
001097,1993-12-31,1993,INDL,C,D,STD,USD,A,6351
001097,1994-12-31,1994,INDL,C,D,STD,USD,A,6351
001097,1995-12-31,1995,INDL,C,D,STD,USD,A,6351
001097,1996-12-31,1996,INDL,C,D,STD,USD,A,6351
001097,1997-12-31,1997,INDL,C,D,STD,USD,A,6351
001097,1998-12-31,1998,INDL,C,D,STD,USD,A,6351
001097,1999-12-31,1999,INDL,C,D,STD,USD,A,6351
001097,2000-12-31,2000,INDL,C,D,STD,USD,A,6351
001097,2001-12-31,2001,INDL,C,D,STD,USD,A,6351
001097,2002-12-31,2002,INDL,C,D,STD,USD,A,6351
001097,2003-12-31,2003,INDL,C,D,STD,USD,A,6351
001104,1987-12-31,1987,INDL,C,D,STD,USD,A,3420
001104,1988-12-31,1988,INDL,C,D,STD,USD,A,3420
001104,1989-12-31,1989,INDL,C,D,STD,USD,A,3420
001104,1990-12-31,1990,INDL,C,D,STD,USD,A,3420
001104,1991-12-31,1991,INDL,C,D,STD,USD,A,3420
001104,1992-12-31,1992,INDL,C,D,STD,USD,A,3420
001104,1993-12-31,1993,INDL,C,D,STD,USD,A,3420
001104,1994-12-31,1994,INDL,C,D,STD,USD,A,3420
001104,1995-12-31,1995,INDL,C,D,STD,USD,A,3420
001104,1996-12-31,1996,INDL,C,D,STD,USD,A,3420
001104,1997-12-31,1997,INDL,C,D,STD,USD,A,3420
001104,1998-12-31,1998,INDL,C,D,STD,USD,A,3420
001104,1999-12-31,1999,INDL,C,D,STD,USD,A,3420
001104,2000-12-31,2000,INDL,C,D,STD,USD,A,3420
001104,2001-12-31,2001,INDL,C,D,STD,USD,A,3420
001104,2002-12-31,2002,INDL,C,D,STD,USD,A,3420
001104,2003-12-31,2003,INDL,C,D,STD,USD,A,3420
001104,2004-12-31,2004,INDL,C,D,STD,USD,A,3420
001104,2005-12-31,2005,INDL,C,D,STD,USD,A,3420
001104,2006-12-31,2006,INDL,C,D,STD,USD,A,3420
001104,2007-12-31,2007,INDL,C,D,STD,USD,A,3420
001104,2008-12-31,2008,INDL,C,D,STD,USD,A,3420
001104,2009-12-31,2009,INDL,C,D,STD,USD,A,3420
001104,2010-12-31,2010,INDL,C,D,STD,USD,A,3420
001117,1988-03-31,1987,INDL,C,D,STD,USD,A,3663
001117,1989-03-31,1988,INDL,C,D,STD,USD,A,3663
001117,1990-02-28,1989,INDL,C,D,STD,USD,A,3663
001117,1990-12-31,1990,INDL,C,D,STD,USD,A,3663
001117,1991-12-31,1991,INDL,C,D,STD,USD,A,3663
001117,1992-12-31,1992,INDL,C,D,STD,USD,A,3663
001117,1993-12-31,1993,INDL,C,D,STD,USD,A,3663
001117,1994-12-31,1994,INDL,C,D,STD,USD,A,3663
001117,1995-12-31,1995,INDL,C,D,STD,USD,A,3663
001117,1996-12-31,1996,INDL,C,D,STD,USD,A,3663
001117,1997-12-31,1997,INDL,C,D,STD,USD,A,3663
001117,1998-12-31,1998,INDL,C,D,STD,USD,A,3663
001117,1999-12-31,1999,INDL,C,D,STD,USD,A,3663
001117,2000-12-31,2000,INDL,C,D,STD,USD,A,3663
001117,2001-12-31,2001,INDL,C,D,STD,USD,A,3663
001117,2002-12-31,2002,INDL,C,D,STD,USD,A,3663
001117,2005-12-31,2005,INDL,C,D,STD,USD,A,3663
001117,2006-12-31,2006,INDL,C,D,STD,USD,A,3663
001117,2007-12-31,2007,INDL,C,D,STD,USD,A,3663
001117,2008-12-31,2008,INDL,C,D,STD,USD,A,3663
001117,2009-12-31,2009,INDL,C,D,STD,USD,A,3663
001117,2010-12-31,2010,INDL,C,D,STD,USD,A,3663
001119,1987-12-31,1987,INDL,C,D,STD,USD,A,6726
001119,1988-12-31,1988,INDL,C,D,STD,USD,A,6726
001119,1989-12-31,1989,INDL,C,D,STD,USD,A,6726
001119,1990-12-31,1990,INDL,C,D,STD,USD,A,6726
001119,1991-12-31,1991,INDL,C,D,STD,USD,A,6726
001119,1992-12-31,1992,INDL,C,D,STD,USD,A,6726
001119,1993-12-31,1993,INDL,C,D,STD,USD,A,6726
001119,1994-12-31,1994,INDL,C,D,STD,USD,A,6726
001119,1995-12-31,1995,INDL,C,D,STD,USD,A,6726
001119,1996-12-31,1996,INDL,C,D,STD,USD,A,6726
001119,1997-12-31,1997,INDL,C,D,STD,USD,A,6726
001119,1998-12-31,1998,INDL,C,D,STD,USD,A,6726
001119,1999-12-31,1999,INDL,C,D,STD,USD,A,6726
001119,2000-12-31,2000,INDL,C,D,STD,USD,A,6726
001119,2001-12-31,2001,INDL,C,D,STD,USD,A,6726
001119,2002-12-31,2002,INDL,C,D,STD,USD,A,6726
001119,2003-12-31,2003,INDL,C,D,STD,USD,A,6726
001119,2004-12-31,2004,INDL,C,D,STD,USD,A,6726
001119,2005-12-31,2005,INDL,C,D,STD,USD,A,6726
001119,2006-12-31,2006,INDL,C,D,STD,USD,A,6726
001119,2007-12-31,2007,INDL,C,D,STD,USD,A,6726
001119,2008-12-31,2008,INDL,C,D,STD,USD,A,6726
001119,2009-12-31,2009,INDL,C,D,STD,USD,A,6726
001119,2010-12-31,2010,INDL,C,D,STD,USD,A,6726
001121,1987-12-31,1987,INDL,C,D,STD,USD,A,5172
001121,1988-12-31,1988,INDL,C,D,STD,USD,A,5172
001121,1989-12-31,1989,INDL,C,D,STD,USD,A,5172
001121,1990-12-31,1990,INDL,C,D,STD,USD,A,5172
001121,1991-12-31,1991,INDL,C,D,STD,USD,A,5172
001121,1992-12-31,1992,INDL,C,D,STD,USD,A,5172
001121,1993-12-31,1993,INDL,C,D,STD,USD,A,5172
001121,1994-12-31,1994,INDL,C,D,STD,USD,A,5172
001121,1995-12-31,1995,INDL,C,D,STD,USD,A,5172
001121,1996-12-31,1996,INDL,C,D,STD,USD,A,5172
001121,1997-12-31,1997,INDL,C,D,STD,USD,A,5172
001121,1998-12-31,1998,INDL,C,D,STD,USD,A,5172
001121,1999-12-31,1999,INDL,C,D,STD,USD,A,5172
001121,2000-12-31,2000,INDL,C,D,STD,USD,A,5172
001121,2001-12-31,2001,INDL,C,D,STD,USD,A,5172
001121,2002-12-31,2002,INDL,C,D,STD,USD,A,5172
001121,2003-12-31,2003,INDL,C,D,STD,USD,A,5172
001121,2004-12-31,2004,INDL,C,D,STD,USD,A,5172
001121,2005-12-31,2005,INDL,C,D,STD,USD,A,5172
001121,2006-12-31,2006,INDL,C,D,STD,USD,A,5172
001121,2007-12-31,2007,INDL,C,D,STD,USD,A,5172
001121,2008-12-31,2008,INDL,C,D,STD,USD,A,5172
001121,2009-12-31,2009,INDL,C,D,STD,USD,A,5172
001121,2010-12-31,2010,INDL,C,D,STD,USD,A,5172
001161,1987-12-31,1987,INDL,C,D,STD,USD,A,3674
001161,1988-12-31,1988,INDL,C,D,STD,USD,A,3674
001161,1989-12-31,1989,INDL,C,D,STD,USD,A,3674
001161,1990-12-31,1990,INDL,C,D,STD,USD,A,3674
001161,1991-12-31,1991,INDL,C,D,STD,USD,A,3674
001161,1992-12-31,1992,INDL,C,D,STD,USD,A,3674
001161,1993-12-31,1993,INDL,C,D,STD,USD,A,3674
001161,1994-12-31,1994,INDL,C,D,STD,USD,A,3674
001161,1995-12-31,1995,INDL,C,D,STD,USD,A,3674
001161,1996-12-31,1996,INDL,C,D,STD,USD,A,3674
001161,1997-12-31,1997,INDL,C,D,STD,USD,A,3674
001161,1998-12-31,1998,INDL,C,D,STD,USD,A,3674
001161,1999-12-31,1999,INDL,C,D,STD,USD,A,3674
001161,2000-12-31,2000,INDL,C,D,STD,USD,A,3674
001161,2001-12-31,2001,INDL,C,D,STD,USD,A,3674
001161,2002-12-31,2002,INDL,C,D,STD,USD,A,3674
001161,2003-12-31,2003,INDL,C,D,STD,USD,A,3674
001161,2004-12-31,2004,INDL,C,D,STD,USD,A,3674
001161,2005-12-31,2005,INDL,C,D,STD,USD,A,3674
001161,2006-12-31,2006,INDL,C,D,STD,USD,A,3674
001161,2007-12-31,2007,INDL,C,D,STD,USD,A,3674
001161,2008-12-31,2008,INDL,C,D,STD,USD,A,3674
001161,2009-12-31,2009,INDL,C,D,STD,USD,A,3674
001161,2010-12-31,2010,INDL,C,D,STD,USD,A,3674
001166,1987-12-31,1987,INDL,C,D,STD,USD,A,3559
001166,1988-12-31,1988,INDL,C,D,STD,USD,A,3559
001166,1989-12-31,1989,INDL,C,D,STD,USD,A,3559
001166,1990-12-31,1990,INDL,C,D,STD,USD,A,3559
001166,1991-12-31,1991,INDL,C,D,STD,USD,A,3559
001166,1992-12-31,1992,INDL,C,D,STD,USD,A,3559
001166,1993-12-31,1993,INDL,C,D,STD,USD,A,3559
001166,1994-12-31,1994,INDL,C,D,STD,USD,A,3559
001166,1995-12-31,1995,INDL,C,D,STD,USD,A,3559
001166,1996-12-31,1996,INDL,C,D,STD,USD,A,3559
001166,1997-12-31,1997,INDL,C,D,STD,USD,A,3559
001166,1998-12-31,1998,INDL,C,D,STD,USD,A,3559
001166,1999-12-31,1999,INDL,C,D,STD,USD,A,3559
001166,2000-12-31,2000,INDL,C,D,STD,USD,A,3559
001166,2001-12-31,2001,INDL,C,D,STD,USD,A,3559
001166,2002-12-31,2002,INDL,C,D,STD,USD,A,3559
001166,2003-12-31,2003,INDL,C,D,STD,USD,A,3559
001166,2004-12-31,2004,INDL,C,D,STD,USD,A,3559
001166,2005-12-31,2005,INDL,C,D,STD,USD,A,3559
001166,2006-12-31,2006,INDL,C,D,STD,USD,A,3559
001166,2007-12-31,2007,INDL,C,D,STD,USD,A,3559
001166,2008-12-31,2008,INDL,C,D,STD,USD,A,3559
001166,2009-12-31,2009,INDL,C,D,STD,USD,A,3559
001166,2010-12-31,2010,INDL,C,D,STD,USD,A,3559
001186,1999-12-31,1999,INDL,C,D,STD,USD,A,1040
001186,2000-12-31,2000,INDL,C,D,STD,USD,A,1040
001186,2001-12-31,2001,INDL,C,D,STD,USD,A,1040
001186,2002-12-31,2002,INDL,C,D,STD,USD,A,1040
001186,2003-12-31,2003,INDL,C,D,STD,USD,A,1040
001186,2004-12-31,2004,INDL,C,D,STD,USD,A,1040
001186,2005-12-31,2005,INDL,C,D,STD,USD,A,1040
001186,2006-12-31,2006,INDL,C,D,STD,USD,A,1040
001186,2007-12-31,2007,INDL,C,D,STD,USD,A,1040
001186,2008-12-31,2008,INDL,C,D,STD,USD,A,1040
001186,2009-12-31,2009,INDL,C,D,STD,USD,A,1040
001186,2010-12-31,2010,INDL,C,D,STD,USD,A,1040
001209,1987-09-30,1987,INDL,C,D,STD,USD,A,2810
001209,1988-09-30,1988,INDL,C,D,STD,USD,A,2810
001209,1989-09-30,1989,INDL,C,D,STD,USD,A,2810
001209,1990-09-30,1990,INDL,C,D,STD,USD,A,2810
001209,1991-09-30,1991,INDL,C,D,STD,USD,A,2810
001209,1992-09-30,1992,INDL,C,D,STD,USD,A,2810
001209,1993-09-30,1993,INDL,C,D,STD,USD,A,2810
001209,1994-09-30,1994,INDL,C,D,STD,USD,A,2810
001209,1995-09-30,1995,INDL,C,D,STD,USD,A,2810
001209,1996-09-30,1996,INDL,C,D,STD,USD,A,2810
001209,1997-09-30,1997,INDL,C,D,STD,USD,A,2810
001209,1998-09-30,1998,INDL,C,D,STD,USD,A,2810
001209,1999-09-30,1999,INDL,C,D,STD,USD,A,2810
001209,2000-09-30,2000,INDL,C,D,STD,USD,A,2810
001209,2001-09-30,2001,INDL,C,D,STD,USD,A,2810
001209,2002-09-30,2002,INDL,C,D,STD,USD,A,2810
001209,2003-09-30,2003,INDL,C,D,STD,USD,A,2810
001209,2004-09-30,2004,INDL,C,D,STD,USD,A,2810
001209,2005-09-30,2005,INDL,C,D,STD,USD,A,2810
001209,2006-09-30,2006,INDL,C,D,STD,USD,A,2810
001209,2007-09-30,2007,INDL,C,D,STD,USD,A,2810
001209,2008-09-30,2008,INDL,C,D,STD,USD,A,2810
001209,2009-09-30,2009,INDL,C,D,STD,USD,A,2810
001209,2010-09-30,2010,INDL,C,D,STD,USD,A,2810
001210,1988-03-31,1987,INDL,C,D,STD,USD,A,4513
001210,1989-03-31,1988,INDL,C,D,STD,USD,A,4513
001210,1990-03-31,1989,INDL,C,D,STD,USD,A,4513
001210,1991-03-31,1990,INDL,C,D,STD,USD,A,4513
001210,1992-03-31,1991,INDL,C,D,STD,USD,A,4513
001210,1993-03-31,1992,INDL,C,D,STD,USD,A,4513
001210,1994-03-31,1993,INDL,C,D,STD,USD,A,4513
001210,1995-03-31,1994,INDL,C,D,STD,USD,A,4513
001210,1996-03-31,1995,INDL,C,D,STD,USD,A,4513
001210,1997-03-31,1996,INDL,C,D,STD,USD,A,4513
001210,1998-03-31,1997,INDL,C,D,STD,USD,A,4513
001210,1999-03-31,1998,INDL,C,D,STD,USD,A,4513
001210,2000-03-31,1999,INDL,C,D,STD,USD,A,4513
001210,2001-03-31,2000,INDL,C,D,STD,USD,A,4513
001210,2002-03-31,2001,INDL,C,D,STD,USD,A,4513
001210,2003-03-31,2002,INDL,C,D,STD,USD,A,4513
001210,2004-03-31,2003,INDL,C,D,STD,USD,A,4513
001210,2005-03-31,2004,INDL,C,D,STD,USD,A,4513
001210,2006-03-31,2005,INDL,C,D,STD,USD,A,4513
001210,2007-03-31,2006,INDL,C,D,STD,USD,A,4513
001210,2008-03-31,2007,INDL,C,D,STD,USD,A,4513
001210,2009-03-31,2008,INDL,C,D,STD,USD,A,4513
001210,2010-03-31,2009,INDL,C,D,STD,USD,A,4513
001210,2011-03-31,2010,INDL,C,D,STD,USD,A,4513
001230,1987-12-31,1987,INDL,C,D,STD,USD,A,4512
001230,1988-12-31,1988,INDL,C,D,STD,USD,A,4512
001230,1989-12-31,1989,INDL,C,D,STD,USD,A,4512
001230,1990-12-31,1990,INDL,C,D,STD,USD,A,4512
001230,1991-12-31,1991,INDL,C,D,STD,USD,A,4512
001230,1992-12-31,1992,INDL,C,D,STD,USD,A,4512
001230,1993-12-31,1993,INDL,C,D,STD,USD,A,4512
001230,1994-12-31,1994,INDL,C,D,STD,USD,A,4512
001230,1995-12-31,1995,INDL,C,D,STD,USD,A,4512
001230,1996-12-31,1996,INDL,C,D,STD,USD,A,4512
001230,1997-12-31,1997,INDL,C,D,STD,USD,A,4512
001230,1998-12-31,1998,INDL,C,D,STD,USD,A,4512
001230,1999-12-31,1999,INDL,C,D,STD,USD,A,4512
001230,2000-12-31,2000,INDL,C,D,STD,USD,A,4512
001230,2001-12-31,2001,INDL,C,D,STD,USD,A,4512
001230,2002-12-31,2002,INDL,C,D,STD,USD,A,4512
001230,2003-12-31,2003,INDL,C,D,STD,USD,A,4512
001230,2004-12-31,2004,INDL,C,D,STD,USD,A,4512
001230,2005-12-31,2005,INDL,C,D,STD,USD,A,4512
001230,2006-12-31,2006,INDL,C,D,STD,USD,A,4512
001230,2007-12-31,2007,INDL,C,D,STD,USD,A,4512
001230,2008-12-31,2008,INDL,C,D,STD,USD,A,4512
001230,2009-12-31,2009,INDL,C,D,STD,USD,A,4512
001230,2010-12-31,2010,INDL,C,D,STD,USD,A,4512
001254,1987-12-31,1987,INDL,C,D,STD,USD,A,4400
001254,1988-12-31,1988,INDL,C,D,STD,USD,A,4400
001254,1989-12-31,1989,INDL,C,D,STD,USD,A,4400
001254,1990-12-31,1990,INDL,C,D,STD,USD,A,4400
001254,1991-12-31,1991,INDL,C,D,STD,USD,A,4400
001254,1992-12-31,1992,INDL,C,D,STD,USD,A,4400
001254,1993-12-31,1993,INDL,C,D,STD,USD,A,4400
001254,1994-12-31,1994,INDL,C,D,STD,USD,A,4400
001254,1995-12-31,1995,INDL,C,D,STD,USD,A,4400
001254,1996-12-31,1996,INDL,C,D,STD,USD,A,4400
001254,1997-12-31,1997,INDL,C,D,STD,USD,A,4400
001254,1998-12-31,1998,INDL,C,D,STD,USD,A,4400
001254,1999-12-31,1999,INDL,C,D,STD,USD,A,4400
001254,2000-12-31,2000,INDL,C,D,STD,USD,A,4400
001254,2001-12-31,2001,INDL,C,D,STD,USD,A,4400
001254,2002-12-31,2002,INDL,C,D,STD,USD,A,4400
001254,2003-12-31,2003,INDL,C,D,STD,USD,A,4400
001254,2004-12-31,2004,INDL,C,D,STD,USD,A,4400
001254,2005-12-31,2005,INDL,C,D,STD,USD,A,4400
001254,2006-12-31,2006,INDL,C,D,STD,USD,A,4400
001254,2007-12-31,2007,INDL,C,D,STD,USD,A,4400
001254,2008-12-31,2008,INDL,C,D,STD,USD,A,4400
001254,2009-12-31,2009,INDL,C,D,STD,USD,A,4400
001254,2010-12-31,2010,INDL,C,D,STD,USD,A,4400
001257,1987-07-31,1987,INDL,C,D,STD,USD,A,6798
